연번,검증인정서번호,기업명,공장명,모델명,검증코드,출력(W),탄소배출량,검증방법,검증인정서발급일,검증인정서만료일
1516,2023-1516,한솔에너지온,한솔에너지온 오창공장,HS590XE-GHE10,HS590XE-GHE10_693.00kgCO2,590,693,표준배출계수,2023-11-09,2026-11-08
1517,2023-1517,한솔에너지온,한솔에너지온 오창공장,HS595XE-GHE10,HS595XE-GHE10_687.18kgCO2,595,687.18,표준배출계수,2023-11-09,2026-11-08
1518,2023-1518,한솔에너지온,한솔에너지온 오창공장,HS600XE-GHE10,HS600XE-GHE10_681.45kgCO2,600,681.45,표준배출계수,2023-11-09,2026-11-08
1519,2023-1519,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2  585,Q.PEAK DUO XL-G11S.3/BFG KJ2  585_680.00kgCO2,585,680,표준배출계수,2023-11-09,2026-11-08
1520,2023-1520,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 590,Q.PEAK DUO XL-G11S.3/BFG KJ2 590_674.23kgCO2,590,674.23,표준배출계수,2023-11-09,2026-11-08
1521,2023-1521,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 595,Q.PEAK DUO XL-G11S.3/BFG KJ2 595_668.57kgCO2,595,668.57,표준배출계수,2023-11-09,2026-11-08
1522,2023-1522,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 600,Q.PEAK DUO XL-G11S.3/BFG KJ2 600_663.00kgCO2,600,663,표준배출계수,2023-11-09,2026-11-08
1523,2023-1523,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 585,Q.PEAK DUO XL-G11S.7/BFG KJ1 585_681.85kgCO2,585,681.85,표준배출계수,2023-11-09,2026-11-08
1524,2023-1524,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 590,Q.PEAK DUO XL-G11S.7/BFG KJ1 590_676.07kgCO2,590,676.07,표준배출계수,2023-11-09,2026-11-08
1525,2023-1525,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 595,Q.PEAK DUO XL-G11S.7/BFG KJ1 595_670.39kgCO2,595,670.39,표준배출계수,2023-11-09,2026-11-08
1526,2023-1526,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 600,Q.PEAK DUO XL-G11S.7/BFG KJ1 600_664.80kgCO2,600,664.8,표준배출계수,2023-11-09,2026-11-08
1527,2023-1527,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 605,Q.PEAK DUO XL-G11S.7/BFG KJ1 605_659.31kgCO2,605,659.31,표준배출계수,2023-11-09,2026-11-08
1528,2023-1528,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-580S,SL65-78BGJ-580S_690.67kgCO2,580,690.67,표준배출계수,2023-12-21,2026-12-20
1529,2023-1529,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-585S,SL65-78BGJ-585S_684.77kgCO2,585,684.77,표준배출계수,2023-12-21,2026-12-20
1530,2023-1530,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-590S,SL65-78BGJ-590S_678.97kgCO2,590,678.97,표준배출계수,2023-12-21,2026-12-20
1531,2023-1531,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-595S,SL65-78BGJ-595S_673.26kgCO2,595,673.26,표준배출계수,2023-12-21,2026-12-20
1532,2023-1532,(주)에스에너지,(주)에스에너지 대전공장,SL65-78BGJ-600S,SL65-78BGJ-600S_667.65kgCO2,600,667.65,표준배출계수,2023-12-21,2026-12-20
1533,2023-1533,(주)에스에너지,(주)에스에너지 대전공장,SL65-66BAJ-490S,SL65-66BAJ-490S_687.16kgCO2,490,687.16,표준배출계수,2023-12-21,2026-12-20
1534,2023-1534,(주)에스에너지,(주)에스에너지 대전공장,SL65-66BAJ-495S,SL65-66BAJ-495S_680.22kgCO2,495,680.22,표준배출계수,2023-12-21,2026-12-20
1535,2023-1535,(주)에스에너지,(주)에스에너지 대전공장,SL65-66BAJ-500S,SL65-66BAJ-500S_673.42kgCO2,500,673.42,표준배출계수,2023-12-21,2026-12-20
1536,2023-1536,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 585,Q.PEAK DUO XL-G11S.3/BFG KJ2 585_680.79kgCO2,585,680.79,표준배출계수,2023-12-21,2026-12-20
1537,2023-1537,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 590,Q.PEAK DUO XL-G11S.3/BFG KJ2 590_675.02kgCO2,590,675.02,표준배출계수,2023-12-21,2026-12-20
1538,2023-1538,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 595,Q.PEAK DUO XL-G11S.3/BFG KJ2 595_669.35kgCO2,595,669.35,표준배출계수,2023-12-21,2026-12-20
1539,2023-1539,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.3/BFG KJ2 600,Q.PEAK DUO XL-G11S.3/BFG KJ2 600_663.77kgCO2,600,663.77,표준배출계수,2023-12-21,2026-12-20
1540,2024-1540,에스디피브이(주),강진공장,SPM600-HBB-A1,SPM600-HBB-A1_668.33kgCO2,600,668.33,표준배출계수,2024-02-28,2027-02-27
1541,2024-1541,에스디피브이(주),강진공장,SPM595-HBB-A1,SPM595-HBB-A1_673.94kgCO2,595,673.94,표준배출계수,2024-02-28,2027-02-27
1542,2024-1542,에스디피브이(주),강진공장,SPM590-HBB-A1,SPM590-HBB-A1_679.65kgCO2,590,679.65,표준배출계수,2024-02-28,2027-02-27
1543,2024-1543,에이치디현대에너지솔루션(주),음성공장,HiS-S590OJ-ET,HiS-S590OJ-ET_679.16kgCO2,590,679.16,표준배출계수,2024-04-29,2027-04-28
1544,2024-1544,에이치디현대에너지솔루션(주),음성공장,HiS-S595OJ-ET,HiS-S595OJ-ET_673.46kgCO2,595,673.46,표준배출계수,2024-04-29,2027-04-28
1545,2024-1545,에이치디현대에너지솔루션(주),음성공장,HiS-S600OJ-ET,HiS-S600OJ-ET_667.84kgCO2,600,667.84,표준배출계수,2024-04-29,2027-04-28
1546,2024-1546,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 585,Q.PEAK DUO XL-G11S.7/BFG KJ1 585_680.90kgCO2,585,680.9,표준배출계수,2024-04-29,2027-04-28
1547,2024-1547,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 590,Q.PEAK DUO XL-G11S.7/BFG KJ1 590_675.13kgCO2,590,675.13,표준배출계수,2024-04-29,2027-04-28
1548,2024-1548,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 595,Q.PEAK DUO XL-G11S.7/BFG KJ1 595_669.46kgCO2,595,669.46,표준배출계수,2024-04-29,2027-04-28
1549,2024-1549,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 600,Q.PEAK DUO XL-G11S.7/BFG KJ1 600_663.88kgCO2,600,663.88,표준배출계수,2024-04-29,2027-04-28
1550,2024-1550,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 605,Q.PEAK DUO XL-G11S.7/BFG KJ1 605_658.39kgCO2,605,658.39,표준배출계수,2024-04-29,2027-04-28
1551,2024-1551,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 585,Q.PEAK DUO XL-G11S.7/BFG KJ1 585_681.37kgCO2,585,681.37,표준배출계수,2024-04-29,2027-04-28
1552,2024-1552,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 590,Q.PEAK DUO XL-G11S.7/BFG KJ1 590_675.60kgCO2,590,675.6,표준배출계수,2024-04-29,2027-04-28
1553,2024-1553,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 595,Q.PEAK DUO XL-G11S.7/BFG KJ1 595_669.92kgCO2,595,669.92,표준배출계수,2024-04-29,2027-04-28
1554,2024-1554,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 600,Q.PEAK DUO XL-G11S.7/BFG KJ1 600_664.34kgCO2,600,664.34,표준배출계수,2024-04-29,2027-04-28
1555,2024-1555,한화솔루션(주),진천사업장,Q.PEAK DUO XL-G11S.7/BFG KJ1 605,Q.PEAK DUO XL-G11S.7/BFG KJ1 605_658.85kgCO2,605,658.85,표준배출계수,2024-04-29,2027-04-28
1556,2024-1556,(주)신성이엔지,김제공장,SS-DM545BL,SS-DM545BL_671.90kgCO2,545,671.9,표준배출계수,2024-04-29,2025-08-22
1557,2024-1557,(주)신성이엔지,김제공장,SS-DM550BL,SS-DM550BL_665.79kgCO2,550,665.79,표준배출계수,2024-04-29,2027-04-28
1558,2024-1558,(주)신성이엔지,김제공장,SS-DM555BL,SS-DM555BL_659.79kgCO2,555,659.79,표준배출계수,2024-04-29,2025-08-22
1559,2024-1559,(주)신성이엔지,김제공장,SS-DM550BH,SS-DM550BH_745.84kgCO2,550,745.84,표준배출계수,2024-04-29,2025-08-22
1560,2024-1560,(주)신성이엔지,김제공장,SS-DM555BH,SS-DM555BH_739.12kgCO2,555,739.12,표준배출계수,2024-04-29,2025-08-22
1561,2024-1561,(주)신성이엔지,김제공장,SS-DM550BH,SS-DM550BH_705.94kgCO2,550,705.94,표준배출계수,2024-04-29,2025-08-22
1562,2024-1562,(주)신성이엔지,김제공장,SS-DM555BH,SS-DM555BH_699.58kgCO2,555,699.58,표준배출계수,2024-04-29,2025-08-22
1563,2024-1563,에이치디현대에너지솔루션(주),음성공장,HiS-S500OH-ET,HiS-S500OH-ET_682.42kgCO2,500,682.42,표준배출계수,2024-06-28,2027-06-27
1564,2024-1564,에이치디현대에너지솔루션(주),음성공장,HiS-S500OH-OT,HiS-S500OH-OT_666.84kgCO2,500,666.84,표준배출계수,2024-06-28,2027-06-27
1565,2024-1565,에이치디현대에너지솔루션(주),음성공장,HiS-S500OH-OT,HiS-S500OH-OT_666.84kgCO2,500,666.84,표준배출계수,2024-06-28,2027-06-27
1566,2024-1566,에이치디현대에너지솔루션(주),음성공장,HiS-T625NJ-ES,HiS-T625NJ-ES_666.82kgCO2,625,666.82,표준배출계수,2024-06-28,2027-06-27
1567,2024-1567,에이치디현대에너지솔루션(주),음성공장,HiS-T630NJ-ES,HiS-T630NJ-ES_661.52kgCO2,630,661.52,표준배출계수,2024-06-28,2027-06-27
1568,2024-1568,에이치디현대에너지솔루션(주),음성공장,HiS-T635NJ-ES,HiS-T635NJ-ES_656.31kgCO2,635,656.31,표준배출계수,2024-06-28,2027-06-27
1569,2024-1569,한화솔루션(주),진천사업장,Q.TRON XL-G2.7/BFG 610,Q.TRON XL-G2.7/BFG 610_684.63kgCO2,610,684.63,표준배출계수,2024-06-28,2027-06-27
1570,2024-1570,한화솔루션(주),진천사업장,Q.TRON XL-G2.7/BFG 620,Q.TRON XL-G2.7/BFG 620_673.59kgCO2,620,673.59,표준배출계수,2024-06-28,2027-06-27
1571,2024-1571,한화솔루션(주),진천사업장,Q.TRON XL-G2.7/BFG 625,Q.TRON XL-G2.7/BFG 625_668.20kgCO2,625,668.2,표준배출계수,2024-06-28,2027-06-27
1572,2024-1572,한화솔루션(주),진천사업장,Q.TRON XL-G2.7/BFG 630,Q.TRON XL-G2.7/BFG 630_662.90kgCO2,630,662.9,표준배출계수,2024-06-28,2027-06-27
1573,2024-1573,한솔에너지온,한솔에너지온 오창공장,HS590XE-GHE10,HS590XE-GHE10_672.64kgCO2,590,672.64,표준배출계수,2024-06-28,2027-06-27
1574,2024-1574,한솔에너지온,한솔에너지온 오창공장,HS595XE-GHE10,HS595XE-GHE10_666.98kgCO2,595,666.98,표준배출계수,2024-06-28,2027-06-27
1575,2024-1575,한솔에너지온,한솔에너지온 오창공장,HS600XE-GHE10,HS600XE-GHE10_661.43kgCO2,600,661.43,표준배출계수,2024-06-28,2027-06-27
1576,2024-1576,한솔에너지온,한솔에너지온 오창공장,HS590XE-XHE00,HS590XE-XHE00_681.15kgCO2,590,681.15,표준배출계수,2024-06-28,2027-06-27
1577,2024-1577,한솔에너지온,한솔에너지온 오창공장,HS595XE-XHE00,HS595XE-XHE00_675.43kgCO2,595,675.43,표준배출계수,2024-06-28,2027-06-27
1578,2024-1578,한솔에너지온,한솔에너지온 오창공장,HS600XE-XHE00,HS600XE-XHE00_669.80kgCO2,600,669.8,표준배출계수,2024-06-28,2027-06-27
1579,2024-1579,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-545S,SL65-72TGJ-545S_707.79kgCO2,545,707.79,표준배출계수,2024-06-28,2027-06-27
1580,2024-1580,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-560S,SL65-72TGJ-560S_688.83kgCO2,560,688.83,표준배출계수,2024-06-28,2027-06-27
1581,2024-1581,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-565S,SL65-72TGJ-565S_682.73kgCO2,565,682.73,표준배출계수,2024-06-28,2027-06-27
1582,2024-1582,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-570S,SL65-72TGJ-570S_676.74kgCO2,570,676.74,표준배출계수,2024-06-28,2027-06-27
1583,2024-1583,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-545S,SL65-72TGJ-545S_653.37kgCO2,545,653.37,표준배출계수,2024-06-28,2027-06-27
1584,2024-1584,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-560S,SL65-72TGJ-560S_635.87kgCO2,560,635.87,표준배출계수,2024-06-28,2027-06-27
1585,2024-1585,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-565S,SL65-72TGJ-565S_630.25kgCO2,565,630.25,표준배출계수,2024-06-28,2027-06-27
1586,2024-1586,(주)에스에너지,(주)에스에너지 대전공장,SL65-72TGJ-570S,SL65-72TGJ-570S_624.72kgCO2,570,624.72,표준배출계수,2024-06-28,2027-06-27
1587,2024-1587,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-580S,SL65-78TGJ-580S_725.08kgCO2,580,725.08,표준배출계수,2024-06-28,2027-06-27
1588,2024-1588,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-605S,SL65-78TGJ-605S_695.12kgCO2,605,695.12,표준배출계수,2024-06-28,2027-06-27
1589,2024-1589,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-610S,SL65-78TGJ-610S_689.42kgCO2,610,689.42,표준배출계수,2024-06-28,2027-06-27
1590,2024-1590,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-580S,SL65-78TGJ-580S_669.69kgCO2,580,669.69,표준배출계수,2024-06-28,2027-06-27
1591,2024-1591,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-605S,SL65-78TGJ-605S_642.02kgCO2,605,642.02,표준배출계수,2024-06-28,2027-06-27
1592,2024-1592,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-610S,SL65-78TGJ-610S_636.76kgCO2,610,636.76,표준배출계수,2024-06-28,2027-06-27
1593,2024-1593,(주)신성이엔지,김제공장,SS-DM540BH,SS-DM540BH_717.77kgCO2,540,717.77,표준배출계수,2024-06-28,2025-08-22
1594,2024-1594,(주)신성이엔지,김제공장,SS-DM540BH,SS-DM540BH_758.47kgCO2,540,758.47,표준배출계수,2024-06-28,2027-06-27
1595,2024-1595,(주)신성이엔지,김제공장,SS-DM560TD,SS-DM560TD_693.24kgCO2,560,693.24,표준배출계수,2024-06-28,2027-06-27
1596,2024-1596,(주)신성이엔지,김제공장,SS-DM565TD,SS-DM565TD_687.10kgCO2,565,687.1,표준배출계수,2024-06-28,2027-06-27
1597,2024-1597,(주)신성이엔지,김제공장,SS-DM570TD,SS-DM570TD_681.08kgCO2,570,681.08,표준배출계수,2024-06-28,2027-06-27
1598,2024-1598,(주)신성이엔지,김제공장,SS-CM600TE,SS-CM600TE_687.66kgCO2,600,687.66,표준배출계수,2024-06-28,2027-06-27
1599,2024-1599,(주)신성이엔지,김제공장,SS-CM595TE,SS-CM595TE_693.44kgCO2,595,693.44,표준배출계수,2024-06-28,2027-06-27
1600,2024-1600,(주)신성이엔지,김제공장,SS-CM590TE,SS-CM590TE_699.31kgCO2,590,699.31,표준배출계수,2024-06-28,2027-06-27
1601,2024-1601,에이치디현대에너지솔루션(주),음성공장,HiS-T640NJ-ES,HiS-T640NJ-ES_653.57kgCO2,640,653.57,표준배출계수,2024-08-29,2027-08-28
1602,2024-1602,에이치디현대에너지솔루션(주),음성공장,HiS-T625NJ-ES,HiS-T625NJ-ES_669.79kgCO2,625,669.79,표준배출계수,2024-08-29,2027-08-28
1603,2024-1603,에이치디현대에너지솔루션(주),음성공장,HiS-T630NJ-ES,HiS-T630NJ-ES_664.47kgCO2,630,664.47,표준배출계수,2024-08-29,2027-08-28
1604,2024-1604,에이치디현대에너지솔루션(주),음성공장,HiS-T635NJ-ES,HiS-T635NJ-ES_659.24kgCO2,635,659.24,표준배출계수,2024-08-29,2027-08-28
1605,2024-1605,에이치디현대에너지솔루션(주),음성공장,HiS-T640NJ-ES,HiS-T640NJ-ES_654.09kgCO2,640,654.09,표준배출계수,2024-08-29,2027-08-28
1606,2024-1606,에이치디현대에너지솔루션(주),음성공장,HiS-T625NJ-ES,HiS-T625NJ-ES_669.79kgCO2,625,669.79,표준배출계수,2024-08-29,2027-08-28
1607,2024-1607,에이치디현대에너지솔루션(주),음성공장,HiS-T630NJ-ES,HiS-T630NJ-ES_664.47kgCO2,630,664.47,표준배출계수,2024-08-29,2027-08-28
1608,2024-1608,에이치디현대에너지솔루션(주),음성공장,HiS-T635NJ-ES,HiS-T635NJ-ES_659.24kgCO2,635,659.24,표준배출계수,2024-08-29,2027-08-28
1609,2024-1609,에이치디현대에너지솔루션(주),음성공장,HiS-T640NJ-ES,HiS-T640NJ-ES_654.09kgCO2,640,654.09,표준배출계수,2024-08-29,2027-08-28
1610,2024-1610,한화솔루션(주),진천사업장,Q.TRON XL-G2.7/BFG 635,Q.TRON XL-G2.7/BFG 635_657.68kgCO2,635,657.68,표준배출계수,2024-08-29,2027-08-28
1611,2024-1611,(주)신성이엔지,김제공장,SS-DM540BH,SS-DM540BH_757.31kgCO2,540,757.31,표준배출계수,2024-08-29,2027-08-28
1612,2024-1612,(주)신성이엔지,김제공장,SS-DM545BH,SS-DM545BH_750.36kgCO2,545,750.36,표준배출계수,2024-08-29,2027-08-28
1613,2024-1613,(주)신성이엔지,김제공장,SS-DM550BH,SS-DM550BH_743.54kgCO2,550,743.54,표준배출계수,2024-08-29,2027-08-28
1614,2024-1614,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-540S,SE65-72BGJ-540S_679.85kgCO2,540,679.85,표준배출계수,2024-08-29,2027-08-28
1615,2024-1615,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-535S,SE65-72BGJ-535S_686.20kgCO2,535,686.2,표준배출계수,2024-08-29,2027-08-28
1616,2024-1616,(주)에스에너지,(주)에스에너지 대전공장,SE65-72BGJ-545S,SE65-72BGJ-545S_673.61kgCO2,545,673.61,표준배출계수,2024-08-29,2027-08-28
1617,2024-1617,(주)에스에너지,(주)에스에너지 대전공장,SE65-78BGJ-575S,SE65-78BGJ-575S_696.30kgCO2,575,696.3,표준배출계수,2024-08-29,2027-08-28
1618,2024-1618,(주)에스에너지,(주)에스에너지 대전공장,SE65-78BGJ-580S,SE65-78BGJ-580S_690.30kgCO2,580,690.3,표준배출계수,2024-08-29,2027-08-28
1619,2024-1619,(주)에스에너지,(주)에스에너지 대전공장,SE65-78BGJ-585S,SE65-78BGJ-585S_684.40kgCO2,585,684.4,표준배출계수,2024-08-29,2027-08-28
1620,2024-1620,(주)에스에너지,(주)에스에너지 대전공장,SE65-78BGJ-595S,SE65-78BGJ-595S_672.90kgCO2,595,672.9,표준배출계수,2024-08-29,2027-08-28
1621,2024-1621,(주)에스에너지,(주)에스에너지 대전공장,SE65-78BGJ-600S,SE65-78BGJ-600S_667.29kgCO2,600,667.29,표준배출계수,2024-08-29,2027-08-28
1622,2024-1622,(주)에스에너지,(주)에스에너지 대전공장,SL65-66BAJ-500S(BIPV),SL65-66BAJ-500S(BIPV)_673.42kgCO2,500,673.42,표준배출계수,2024-08-29,2027-08-28
1623,2024-1623,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-540S(BIPV),SL65-72BGJ-540S(BIPV)_676.96kgCO2,540,676.96,표준배출계수,2024-08-29,2027-08-28
1624,2024-1624,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-545S(BIPV),SL65-72BGJ-545S(BIPV)_670.75kgCO2,545,670.75,표준배출계수,2024-08-29,2027-08-28
1625,2024-1625,(주)에스에너지,(주)에스에너지 대전공장,SL65-72BGJ-550S(BIPV),SL65-72BGJ-550S(BIPV)_664.65kgCO2,550,664.65,표준배출계수,2024-08-29,2027-08-28
1626,2024-1626,한솔에너지온,한솔에너지온 오창공장,HD590XE-GHE10,HD590XE-GHE10_673.22kgCO2,590,673.22,표준배출계수,2024-08-29,2027-08-28
1627,2024-1627,한솔에너지온,한솔에너지온 오창공장,HD595XE-GHE10,HD595XE-GHE10_667.56kgCO2,595,667.56,표준배출계수,2024-08-29,2027-08-28
1628,2024-1628,한솔에너지온,한솔에너지온 오창공장,HD600XE-GHE10,HD600XE-GHE10_662.00kgCO2,600,662,표준배출계수,2024-08-29,2027-08-28
1629,2024-1629,(주)신성이엔지,김제공장,SS-CM600TE,SS-CM600TE_678.92kgCO2,600,678.92,표준배출계수,2024-11-01,2027-10-31
1630,2024-1630,(주)신성이엔지,김제공장,SS-CM595TE,SS-CM595TE_684.63kgCO2,595,684.63,표준배출계수,2024-11-01,2027-10-31
1631,2024-1631,(주)신성이엔지,김제공장,SS-CM610TE,SS-CM610TE_667.79kgCO2,610,667.79,표준배출계수,2024-11-01,2027-10-31
1632,2024-1632,(주)신성이엔지,김제공장,SS-CM605TE,SS-CM605TE_673.31kgCO2,605,673.31,표준배출계수,2024-11-01,2027-10-31
1633,2024-1633,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-605S1,SL65-78TGJ-605S1_696.75kgCO2,605,696.75,표준배출계수,2024-11-01,2027-10-31
1634,2024-1634,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-620S1,SL65-78TGJ-620S1_679.89kgCO2,620,679.89,표준배출계수,2024-11-01,2027-10-31
1635,2024-1635,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-625S1,SL65-78TGJ-625S1_674.45kgCO2,625,674.45,표준배출계수,2024-11-01,2027-10-31
1636,2024-1636,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGJ-630S1,SL65-78TGJ-630S1_669.10kgCO2,630,669.1,표준배출계수,2024-11-01,2027-10-31
1637,2024-1637,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGP-620S,SL65-78TGP-620S_679.89kgCO2,620,679.89,표준배출계수,2024-11-01,2027-10-31
1638,2024-1638,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGP-625S,SL65-78TGP-625S_674.45kgCO2,625,674.45,표준배출계수,2024-11-01,2027-10-31
1639,2024-1639,(주)에스에너지,(주)에스에너지 대전공장,SL65-78TGP-630S,SL65-78TGP-630S_669.10kgCO2,630,669.1,표준배출계수,2024-11-01,2027-10-31
1640,2024-1640,한솔에너지온,한솔에너지온 오창공장,HS505WE-GHD50,HS505WE-GHD50_603.56kgCO2,505,603.56,표준배출계수,2024-11-01,2027-10-31
1641,2024-1641,한솔에너지온,한솔에너지온 오창공장,HS500WE-GHD50,HS500WE-GHD50_609.60kgCO2,500,609.6,표준배출계수,2024-11-01,2027-10-31
1642,2024-1642,한솔에너지온,한솔에너지온 오창공장,HS495WE-GHD50,HS495WE-GHD50_615.76kgCO2,495,615.76,표준배출계수,2024-11-01,2027-10-31
